GrLivArea,TotalBsmtSF,LotArea,BedroomAbvGr,FullBath,TotRmsAbvGrd,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Neighborhood,GarageCars,GarageArea,PoolArea,Fireplaces,BldgType,HouseStyle,SalePrice
1599,1077.0,12196,2,1,3,4,8,2008,2010,Gilbert,0.0,0.0,0,1,1Fam,2Story,216274
1460,1358.0,9072,4,3,7,8,9,1968,1990,Gilbert,2.0,,0,1,Duplex,2Story,261312
1210,544.0,11214,1,3,5,5,9,1994,1997,Edwards,1.0,248.0,0,0,1Fam,1.5Fin,176110
1259,1151.0,9894,4,3,8,2,2,1952,1974,Somerst,2.0,406.0,0,1,2fmCon,1Story,198899
1848,1187.0,7438,3,3,5,6,2,1961,1976,OldTown,3.0,611.0,0,2,TwnhsE,SFoyer,247285
1241,628.0,13871,6,3,8,5,3,1940,1962,NAmes,1.0,193.0,0,1,1Fam,1.5Fin,193013
1455,549.0,10165,1,3,3,2,1,1956,1971,Sawyer,0.0,0.0,0,2,1Fam,1Story,146668
2584,776.0,16146,4,3,5,3,4,1959,1959,Mitchel,0.0,0.0,0,3,TwnhsE,1.5Fin,252305
788,801.0,5123,1,3,2,9,4,1953,1974,Gilbert,2.0,366.0,655,2,1Fam,SLvl,263328
574,1226.0,8329,3,3,5,7,9,1969,1993,NWAmes,3.0,689.0,0,3,2fmCon,1.5Fin,215139
1891,815.0,10097,5,2,9,7,9,2000,2001,Mitchel,3.0,706.0,0,2,TwnhsE,SLvl,275701
1160,743.0,13412,6,2,10,6,9,1956,1985,Edwards,2.0,496.0,0,2,2fmCon,1Story,226543
1340,816.0,11198,6,3,8,8,7,1909,1911,Somerst,1.0,219.0,0,1,1Fam,SLvl,222773
1109,1335.0,10931,2,2,5,4,2,1939,1964,Somerst,1.0,234.0,100,2,1Fam,1.5Fin,209635
1370,1003.0,6618,6,2,10,8,5,1906,1926,Gilbert,2.0,384.0,0,0,1Fam,SLvl,227065
2299,946.0,6529,6,3,10,4,4,2002,2010,NWAmes,1.0,230.0,0,3,1Fam,SFoyer,267664
1901,966.0,10967,4,3,6,8,8,1937,1956,Sawyer,1.0,222.0,0,3,1Fam,SLvl,257770
1931,1387.0,5907,6,2,10,9,2,1984,2000,Gilbert,1.0,215.0,0,2,Duplex,SLvl,291715
791,775.0,8404,6,3,7,3,6,1960,1979,NAmes,2.0,306.0,0,0,1Fam,2Story,146313
924,1394.0,11502,3,3,4,3,5,1983,2004,Mitchel,0.0,0.0,0,2,TwnhsE,SFoyer,204378
500,1063.0,7053,3,3,7,2,2,1902,1922,NridgHt,3.0,595.0,0,2,TwnhsE,1Story,165267
1095,951.0,14816,1,3,2,10,1,1950,1979,Mitchel,0.0,0.0,0,1,TwnhsE,SLvl,216026
1978,1750.0,13671,1,2,4,3,8,1985,2010,NWAmes,1.0,272.0,0,2,1Fam,SFoyer,278450
1758,683.0,5285,6,1,10,3,2,1946,1946,Gilbert,2.0,451.0,0,2,1Fam,1Story,205071
1389,893.0,7202,6,2,8,5,7,1967,1986,NAmes,,527.0,0,1,1Fam,SFoyer,217559
1488,630.0,3142,2,1,3,5,9,1991,1996,NWAmes,1.0,185.0,0,1,1Fam,2Story,210155
1155,1285.0,7652,1,1,4,2,9,1975,2003,OldTown,3.0,725.0,0,0,2fmCon,1Story,182529
1602,1506.0,12299,4,1,7,10,8,1937,1951,NWAmes,3.0,552.0,0,1,TwnhsE,1Story,288450
1882,1500.0,8758,6,2,7,6,9,1935,1960,Edwards,0.0,0.0,0,3,1Fam,SLvl,258916
692,1367.0,11382,4,2,7,5,2,2010,2010,NWAmes,1.0,,709,3,1Fam,1.5Fin,271727
1649,940.0,5432,6,2,10,6,6,1940,1953,Sawyer,3.0,585.0,0,0,1Fam,1Story,213816
1966,,12393,4,2,7,1,4,1968,1987,Gilbert,0.0,0.0,0,2,Duplex,1Story,208498
1292,498.0,8334,5,2,6,5,4,1912,1926,Edwards,2.0,217.0,0,0,TwnhsE,2Story,154885
1850,1610.0,10036,4,1,7,9,5,1986,1999,NWAmes,3.0,648.0,0,1,1Fam,2Story,315914
2907,1140.0,9721,1,2,2,10,3,1957,1981,Edwards,1.0,168.0,484,2,1Fam,2Story,369506
1447,852.0,6185,6,1,7,2,1,1949,1969,NAmes,2.0,314.0,0,0,TwnhsE,SLvl,165699
1696,1398.0,6540,1,2,4,1,8,1929,1952,NridgHt,3.0,622.0,0,0,1Fam,1Story,227364
1130,708.0,12903,4,2,5,10,5,1961,1985,Edwards,3.0,692.0,0,3,Duplex,2Story,263397
1590,1121.0,11196,3,3,4,9,3,2000,2010,Mitchel,1.0,149.0,0,0,1Fam,2Story,260644
1730,,13150,3,1,5,10,7,1924,1928,OldTown,3.0,690.0,0,2,1Fam,SFoyer,271886
1597,1191.0,10973,3,2,7,9,7,1926,1931,Somerst,1.0,172.0,0,0,1Fam,SFoyer,259500
990,980.0,10428,6,2,7,9,1,1950,1966,OldTown,1.0,219.0,0,0,Duplex,2Story,188327
1603,564.0,4821,2,2,6,6,9,1977,1987,NWAmes,1.0,217.0,0,1,1Fam,SLvl,230347
2231,1022.0,9188,5,3,7,8,2,1956,1971,NridgHt,1.0,193.0,0,0,1Fam,1.5Fin,291312
1724,1314.0,9917,4,1,6,1,5,1946,1957,OldTown,3.0,602.0,0,2,1Fam,SFoyer,218838
1980,991.0,15859,2,2,4,10,5,1999,2010,Somerst,2.0,376.0,155,3,1Fam,SFoyer,337363
1381,1232.0,12060,3,2,5,4,8,1938,1960,Sawyer,2.0,415.0,0,3,TwnhsE,1Story,221766
1874,686.0,14608,4,2,8,1,8,1915,1918,Sawyer,0.0,0.0,0,3,TwnhsE,1Story,180996
1639,992.0,11792,2,3,5,8,7,1921,1947,NridgHt,1.0,172.0,0,3,1Fam,2Story,275318
1024,812.0,7866,1,2,4,1,7,1984,2001,Somerst,3.0,477.0,0,1,TwnhsE,1Story,167385
1659,1224.0,10351,3,1,7,3,6,1953,1973,Somerst,3.0,690.0,0,2,1Fam,1Story,236887
1004,1009.0,10708,2,1,3,4,6,1920,1947,NAmes,0.0,0.0,0,1,1Fam,1.5Fin,170031
1183,1207.0,7182,6,1,10,8,9,1971,1973,CollgCr,2.0,452.0,0,3,Duplex,SLvl,234720
1594,1326.0,8846,1,1,2,6,6,1915,1936,Edwards,,539.0,0,1,1Fam,2Story,235650
1648,1207.0,9382,3,2,4,10,2,1958,1965,NridgHt,0.0,0.0,0,0,1Fam,1.5Fin,293522
905,1081.0,14816,5,3,8,7,2,1930,1952,Gilbert,2.0,339.0,0,2,1Fam,2Story,214342
2026,700.0,3757,3,3,5,8,5,1941,1943,NAmes,,583.0,0,0,Duplex,SLvl,263035
1786,999.0,13617,6,3,9,2,4,1973,1980,Sawyer,1.0,206.0,0,1,1Fam,2Story,208567
1147,840.0,7189,5,2,8,10,2,1931,1948,NAmes,0.0,,0,0,1Fam,1Story,196871
731,896.0,5883,5,3,9,8,3,1958,1967,NWAmes,3.0,740.0,0,1,TwnhsE,SLvl,203719
1427,887.0,13539,5,1,9,3,7,1933,1957,Edwards,0.0,0.0,0,1,Duplex,1.5Fin,172184
1277,706.0,12195,4,2,5,7,8,1908,1927,Gilbert,,0.0,0,2,Duplex,1.5Fin,200242
1556,412.0,13763,4,3,8,3,6,1980,1996,NridgHt,0.0,0.0,0,2,1Fam,SFoyer,212583
1318,799.0,12402,5,1,6,7,5,1910,1917,NWAmes,1.0,179.0,0,2,1Fam,1.5Fin,209045
500,1058.0,16179,1,1,2,2,1,1995,2010,CollgCr,2.0,394.0,0,3,1Fam,SFoyer,183033
1305,595.0,11676,5,2,7,10,8,1909,1919,Gilbert,2.0,350.0,0,2,Duplex,1Story,248485
1347,,9530,2,2,4,6,3,1985,2010,Somerst,,,0,0,Duplex,1.5Fin,242259
1816,1570.0,11028,5,3,8,3,6,1916,1920,Gilbert,1.0,213.0,0,2,Twnhs,SLvl,233233
1150,1306.0,13730,4,3,6,3,3,1967,1992,NAmes,2.0,465.0,0,2,1Fam,SFoyer,200925
2339,1493.0,7661,4,3,5,9,7,1947,1959,Mitchel,,502.0,0,2,1Fam,1.5Fin,327840
544,1117.0,8044,2,2,6,7,7,1951,1971,NWAmes,3.0,615.0,0,1,1Fam,1Story,183464
2155,1350.0,9073,2,3,4,5,9,2010,2010,NAmes,0.0,0.0,0,1,1Fam,SLvl,278579
1387,782.0,3686,3,3,5,10,5,1924,1928,Somerst,1.0,144.0,0,2,1Fam,SLvl,226580
1929,806.0,10414,1,1,3,7,8,1920,1943,Sawyer,2.0,332.0,0,1,Twnhs,1Story,237407
1539,178.0,4341,1,1,3,9,8,2000,2010,NAmes,1.0,214.0,0,1,1Fam,1.5Fin,214928
2069,1355.0,10159,1,1,2,1,1,2001,2010,Gilbert,1.0,159.0,0,3,1Fam,2Story,241912
1306,1462.0,12595,6,3,7,7,5,1964,1969,CollgCr,2.0,395.0,0,0,2fmCon,1.5Fin,233769
950,834.0,8569,4,2,7,6,3,1962,1990,Gilbert,2.0,272.0,0,1,1Fam,SFoyer,204221
2210,923.0,15031,1,1,5,10,1,1988,1992,Gilbert,1.0,196.0,0,0,TwnhsE,SFoyer,303841
1443,773.0,5618,3,2,6,9,4,1950,1958,NWAmes,3.0,415.0,0,1,2fmCon,1.5Fin,232260
1610,1114.0,13573,3,3,6,1,8,1935,1961,NridgHt,1.0,181.0,0,2,1Fam,SFoyer,216741
2117,1337.0,12025,1,3,3,4,3,1980,1995,Edwards,2.0,373.0,0,1,2fmCon,2Story,247552
984,477.0,4851,2,1,6,9,2,2004,2005,Gilbert,1.0,203.0,0,1,1Fam,2Story,196596
1797,1122.0,18132,3,2,5,4,9,1987,1987,Gilbert,2.0,384.0,0,0,1Fam,SLvl,254829
1205,916.0,9808,2,1,3,10,5,1965,1972,Edwards,3.0,488.0,0,2,1Fam,SFoyer,235472
1433,1034.0,7367,4,3,7,3,7,2003,2010,CollgCr,1.0,163.0,0,3,1Fam,1.5Fin,221483
1536,1137.0,5778,6,2,10,9,2,1914,1932,NWAmes,3.0,454.0,0,0,1Fam,SLvl,234891
749,943.0,9339,3,1,4,2,9,1995,2010,Sawyer,1.0,206.0,0,2,1Fam,2Story,162192
1110,968.0,9617,2,3,5,4,9,1938,1948,Somerst,1.0,,0,2,1Fam,SLvl,199159
2175,935.0,10307,1,1,5,6,4,1969,1996,Somerst,2.0,440.0,0,0,1Fam,1Story,260013
1943,1291.0,9106,4,2,7,2,4,1900,1911,NAmes,0.0,0.0,0,1,2fmCon,SFoyer,193161
1468,1125.0,11899,5,2,9,8,6,2010,2010,NWAmes,2.0,295.0,0,2,Twnhs,1.5Fin,254122
1621,1066.0,8837,5,2,8,8,6,1922,1928,Mitchel,1.0,190.0,0,3,2fmCon,2Story,230377
1352,618.0,4195,1,2,3,1,1,1938,1963,Sawyer,0.0,0.0,0,1,1Fam,SLvl,131431
2178,886.0,9551,4,2,7,3,9,1956,1968,Somerst,0.0,0.0,0,0,TwnhsE,1.5Fin,233395
1399,1269.0,2897,4,1,7,10,2,1980,2006,Mitchel,3.0,,0,0,2fmCon,SFoyer,253392
1615,1011.0,11061,4,1,8,9,5,1933,1940,NridgHt,1.0,213.0,0,0,1Fam,1.5Fin,250485
2073,1197.0,7062,4,1,8,5,9,1940,1968,Mitchel,2.0,406.0,0,0,1Fam,SFoyer,257425
1111,1529.0,10490,5,1,7,6,4,1992,2010,Mitchel,0.0,0.0,0,3,Duplex,SFoyer,225382
2279,1311.0,13942,2,3,6,4,3,1972,1993,Sawyer,0.0,0.0,0,3,Duplex,SFoyer,250036
734,1027.0,7153,4,3,7,10,7,1912,1939,NridgHt,2.0,309.0,0,2,Twnhs,SLvl,226364
2314,846.0,13183,2,1,6,2,6,1969,1994,Mitchel,2.0,374.0,0,3,2fmCon,SFoyer,260962
1313,233.0,8699,4,3,8,8,8,1905,1934,Edwards,0.0,0.0,0,0,TwnhsE,1.5Fin,172956
1378,949.0,15259,3,3,7,6,3,1983,1991,OldTown,2.0,421.0,0,3,1Fam,1Story,215593
554,902.0,8904,6,2,8,5,5,1951,1957,Gilbert,3.0,691.0,0,1,1Fam,1.5Fin,168414
1272,1117.0,7478,3,1,5,9,4,1902,1927,CollgCr,0.0,0.0,0,1,TwnhsE,SLvl,222945
980,953.0,12061,6,3,7,1,4,1980,2000,Gilbert,3.0,702.0,0,2,1Fam,SFoyer,194136
1196,903.0,8692,3,3,5,5,4,1962,1985,NAmes,1.0,201.0,0,0,1Fam,1Story,183140
1431,466.0,7475,4,1,6,6,8,1948,1962,Mitchel,,543.0,0,3,1Fam,SLvl,218427
1978,718.0,8566,2,2,4,5,6,1975,1976,Somerst,2.0,516.0,0,2,Duplex,2Story,238230
1603,1142.0,9866,6,1,9,6,3,1946,1968,NWAmes,0.0,0.0,0,2,1Fam,2Story,233376
1653,1514.0,14026,5,2,6,6,5,2008,2010,NAmes,3.0,578.0,553,3,2fmCon,2Story,333036
952,970.0,4197,1,3,4,7,6,1954,1978,Sawyer,2.0,335.0,0,2,1Fam,1Story,187321
1059,1098.0,10069,6,2,8,4,5,1963,1974,NWAmes,2.0,,0,0,1Fam,1.5Fin,196031
2399,1285.0,11874,6,2,8,8,6,1964,1964,NWAmes,3.0,690.0,0,3,Twnhs,1Story,319822
1132,756.0,10580,5,1,6,7,8,1980,2002,Sawyer,0.0,0.0,0,1,1Fam,1Story,183626
2328,1110.0,13929,4,3,5,9,7,1966,1987,Edwards,3.0,587.0,0,1,1Fam,1Story,314831
1378,777.0,9776,3,1,7,7,5,1989,1996,Gilbert,1.0,207.0,0,3,1Fam,2Story,223352
1501,,9446,3,1,5,3,6,1914,1918,NAmes,3.0,642.0,0,2,1Fam,1.5Fin,204661
2035,1045.0,11776,2,3,4,3,4,1999,2010,Gilbert,3.0,,0,2,1Fam,1Story,267029
2135,1089.0,10297,4,1,7,8,9,1931,1931,NridgHt,0.0,0.0,0,1,1Fam,1.5Fin,284117
1444,765.0,8828,5,1,9,5,4,1995,1995,Somerst,3.0,554.0,0,1,Twnhs,SFoyer,230235
1305,1212.0,11548,4,2,6,4,1,1967,1991,NAmes,2.0,333.0,0,0,1Fam,1Story,211268
1472,1625.0,8042,4,1,7,8,7,1917,1926,Sawyer,0.0,0.0,0,2,1Fam,1Story,240695
1668,697.0,8166,3,3,4,6,7,1982,2003,Mitchel,2.0,352.0,0,0,1Fam,1Story,222141
1945,898.0,8416,5,1,8,2,4,1942,1951,NAmes,0.0,0.0,0,1,1Fam,SFoyer,182180
1502,1069.0,14059,1,2,3,4,3,1934,1954,NAmes,1.0,229.0,0,1,1Fam,SFoyer,194596
1809,1235.0,2000,6,1,9,4,8,2003,2010,OldTown,1.0,210.0,0,1,2fmCon,2Story,219755
2319,832.0,11186,3,1,6,6,5,1977,1993,Sawyer,1.0,204.0,0,1,Twnhs,SLvl,259492
1690,150.0,10102,5,1,9,6,7,1957,1978,Sawyer,3.0,717.0,0,0,1Fam,1.5Fin,228900
1655,,4957,2,2,6,1,4,1932,1937,Gilbert,1.0,221.0,0,1,2fmCon,SLvl,186109
740,1228.0,10929,6,3,7,8,4,1913,1915,Somerst,0.0,,0,3,1Fam,1Story,186991
500,477.0,11427,6,3,10,6,8,1933,1945,Sawyer,1.0,235.0,0,2,2fmCon,1Story,140074
1694,817.0,11768,3,2,6,3,8,1960,1975,CollgCr,0.0,0.0,276,1,1Fam,2Story,231919
1452,1470.0,2044,2,2,6,9,2,1903,1910,Sawyer,2.0,332.0,0,2,1Fam,SLvl,222262
1242,1434.0,14099,3,1,5,2,2,1987,2010,CollgCr,3.0,681.0,0,1,1Fam,1Story,218906
1621,1281.0,7786,4,3,7,8,3,1958,1972,Mitchel,2.0,371.0,0,0,1Fam,SLvl,243590
1469,947.0,12059,5,2,8,10,3,1928,1944,Somerst,2.0,459.0,0,2,Duplex,2Story,269089
2063,1024.0,12223,2,3,5,3,1,1982,1998,Edwards,1.0,189.0,0,0,1Fam,SLvl,217961
1543,960.0,7369,6,1,8,5,3,1905,1926,NAmes,1.0,184.0,0,1,1Fam,1.5Fin,176947
1126,1338.0,11981,3,2,6,6,6,1996,2010,Somerst,1.0,187.0,0,3,TwnhsE,2Story,240673
1995,737.0,8843,6,3,10,10,8,1948,1960,Gilbert,2.0,341.0,0,3,1Fam,SLvl,308715
1391,758.0,3785,2,3,4,6,6,1939,1955,NAmes,,466.0,0,3,Duplex,1Story,220713
1763,1303.0,13503,6,1,9,4,5,1982,1987,CollgCr,3.0,375.0,0,3,1Fam,SFoyer,249742
1261,986.0,7674,3,2,7,3,4,1964,1980,NWAmes,2.0,336.0,0,3,1Fam,SFoyer,211123
1175,1413.0,7436,3,3,7,4,3,1968,1983,Somerst,3.0,836.0,0,0,1Fam,2Story,221717
1542,798.0,8790,1,1,2,1,4,1926,1939,Gilbert,2.0,428.0,0,3,1Fam,SFoyer,180858
1506,983.0,10816,6,3,10,4,7,1979,1991,CollgCr,2.0,511.0,0,1,1Fam,1.5Fin,221569
1739,723.0,9828,1,1,5,1,1,1905,1910,Gilbert,3.0,571.0,0,0,Duplex,2Story,178102
1365,1002.0,11644,1,3,2,1,7,2003,2005,Gilbert,0.0,0.0,0,0,Duplex,1Story,191073
581,556.0,5981,6,3,7,10,1,1912,1925,Gilbert,0.0,0.0,0,3,2fmCon,1Story,168826
1283,853.0,7772,2,1,4,6,2,1963,1976,Somerst,1.0,211.0,0,2,TwnhsE,2Story,214149
1896,569.0,9652,4,2,8,5,4,1961,1975,NWAmes,3.0,514.0,0,1,TwnhsE,SFoyer,246329
1351,1208.0,15693,3,1,5,4,1,1998,2005,CollgCr,1.0,218.0,447,0,1Fam,SFoyer,253176
1376,1214.0,9658,5,2,7,3,9,1918,1946,Edwards,2.0,475.0,0,1,2fmCon,1Story,193632
1993,,13255,1,3,4,1,6,1975,1989,CollgCr,0.0,,0,2,1Fam,1.5Fin,202708
1144,1400.0,10115,2,3,4,6,1,1979,2000,Sawyer,3.0,641.0,0,0,TwnhsE,SFoyer,220197
728,1749.0,8549,6,1,8,2,1,1942,1970,NAmes,3.0,477.0,0,1,TwnhsE,1.5Fin,171187
1419,1013.0,9259,2,1,4,8,6,1973,1999,NWAmes,3.0,707.0,0,3,1Fam,SFoyer,261509
1257,807.0,9494,2,2,4,10,4,1988,2000,Somerst,0.0,0.0,0,0,1Fam,2Story,245225
1016,1847.0,11810,6,2,7,5,4,1919,1935,OldTown,1.0,218.0,0,0,TwnhsE,SLvl,179757
1412,604.0,14123,5,2,9,7,6,1994,2010,Edwards,0.0,0.0,0,0,1Fam,1Story,212001
1745,1006.0,11079,6,1,9,10,7,1967,1990,NAmes,1.0,146.0,0,0,1Fam,2Story,266854
1495,1053.0,13561,5,3,6,2,9,1943,1945,OldTown,2.0,373.0,0,3,1Fam,SFoyer,191066
1653,1403.0,7105,6,1,9,8,5,1922,1949,Sawyer,2.0,455.0,0,2,1Fam,1Story,261979
2406,1107.0,8756,1,3,4,2,9,1901,1906,CollgCr,1.0,259.0,0,2,1Fam,SLvl,245103
1328,850.0,7827,5,1,6,4,4,1921,1925,CollgCr,2.0,416.0,0,1,1Fam,SLvl,173267
1639,714.0,10943,1,1,3,1,2,1956,1977,NWAmes,2.0,358.0,0,3,1Fam,SFoyer,200756
1245,897.0,8923,5,2,6,5,3,2000,2010,Somerst,3.0,648.0,0,3,TwnhsE,1Story,236012
1076,697.0,12189,5,3,8,9,1,1971,1987,Somerst,3.0,675.0,0,1,1Fam,SFoyer,235116
1207,1014.0,7206,6,1,9,1,6,1906,1928,NAmes,0.0,0.0,0,3,1Fam,SLvl,145762
1260,830.0,10129,5,1,7,9,6,1977,2001,NridgHt,0.0,0.0,239,3,1Fam,2Story,290863
1679,551.0,12060,1,3,2,8,1,1955,1956,Sawyer,0.0,0.0,0,0,1Fam,2Story,207453
2674,1376.0,3804,6,1,10,6,3,1966,1991,NridgHt,3.0,603.0,0,0,Twnhs,1.5Fin,322506
1141,850.0,16364,3,3,6,7,5,1915,1929,Gilbert,0.0,0.0,0,0,TwnhsE,SLvl,204236
1291,619.0,9150,1,2,2,3,3,1982,1986,Edwards,0.0,0.0,0,3,1Fam,SLvl,175123
1468,949.0,3924,3,2,5,1,3,1950,1975,CollgCr,3.0,417.0,0,3,1Fam,SFoyer,180387
1697,1020.0,10474,2,3,4,5,3,1981,2000,NAmes,1.0,192.0,0,2,2fmCon,1.5Fin,228865
1631,476.0,10100,6,2,10,2,5,1979,1984,NridgHt,3.0,516.0,0,0,1Fam,1.5Fin,207444
2142,1099.0,9754,2,3,5,5,5,1971,1976,NWAmes,1.0,235.0,0,1,1Fam,1Story,261425
500,685.0,12973,6,1,10,8,4,1996,2010,Mitchel,3.0,587.0,352,3,1Fam,SFoyer,252739
500,1513.0,12242,6,1,10,9,1,1911,1928,Somerst,0.0,0.0,0,0,Twnhs,2Story,189569
1252,1157.0,10893,1,3,5,2,5,1952,1969,CollgCr,2.0,485.0,0,2,1Fam,1Story,184410
2048,880.0,11350,3,1,7,3,5,1974,1977,NAmes,2.0,335.0,0,0,1Fam,1.5Fin,238314
717,776.0,9686,6,2,8,3,4,1904,1920,OldTown,1.0,184.0,0,2,1Fam,2Story,135649
500,968.0,15326,3,1,6,1,6,1926,1950,Edwards,1.0,239.0,0,2,1Fam,SLvl,117269
1785,1183.0,5562,6,1,10,8,4,1911,1924,Gilbert,1.0,166.0,0,3,1Fam,SFoyer,250967
1621,992.0,10418,3,3,6,6,7,1916,1929,NWAmes,2.0,370.0,0,2,1Fam,1.5Fin,237530
954,934.0,10195,2,2,4,8,7,1905,1917,Sawyer,,151.0,0,2,TwnhsE,SLvl,192761
1007,1017.0,12439,1,1,3,9,2,1996,2002,NWAmes,3.0,722.0,0,1,1Fam,1.5Fin,246779
1015,818.0,7468,6,1,7,5,3,1904,1915,Gilbert,3.0,547.0,0,2,1Fam,2Story,195065
1555,897.0,4768,4,3,5,3,1,1956,1978,Mitchel,,421.0,0,1,1Fam,1Story,176080
1186,374.0,10470,3,3,6,5,8,1927,1941,Sawyer,3.0,660.0,0,1,Duplex,2Story,168547
1747,1292.0,10843,3,2,4,5,9,1977,1995,Sawyer,1.0,175.0,0,0,1Fam,SFoyer,235822
500,1089.0,14468,4,1,8,5,4,1968,1978,NAmes,2.0,285.0,0,0,1Fam,SFoyer,178506
1071,767.0,6188,1,3,4,3,6,1958,1972,NWAmes,1.0,193.0,0,3,Duplex,1.5Fin,180575
936,1569.0,13464,3,3,5,10,9,1932,1943,CollgCr,3.0,578.0,0,3,1Fam,2Story,252781
1371,1026.0,17102,1,3,3,4,6,1961,1963,Gilbert,1.0,198.0,0,3,TwnhsE,1Story,244258
1230,689.0,8866,3,2,7,9,9,1949,1965,Mitchel,2.0,396.0,0,2,1Fam,SFoyer,235404
1898,1257.0,6127,5,3,6,10,4,2004,2006,Mitchel,1.0,185.0,0,0,1Fam,1Story,269448
570,1119.0,8779,3,2,6,9,8,1918,1936,Somerst,3.0,551.0,0,2,1Fam,SLvl,216625
1522,1118.0,10042,5,2,8,2,9,1985,2004,Edwards,0.0,0.0,0,0,1Fam,1.5Fin,193850
1779,872.0,11691,6,1,10,8,4,1968,1971,NAmes,,350.0,0,2,2fmCon,1Story,265819
2428,1135.0,8225,1,1,2,8,5,1965,1967,NAmes,1.0,197.0,0,3,1Fam,1.5Fin,290756
1259,921.0,14665,3,2,6,7,8,1993,2010,OldTown,2.0,366.0,522,0,1Fam,SLvl,282043
1662,1166.0,6656,2,1,6,8,6,1946,1961,NAmes,1.0,208.0,0,0,TwnhsE,1Story,233308
598,428.0,4782,2,1,5,3,7,1938,1949,Sawyer,0.0,0.0,0,1,2fmCon,1Story,101476
500,869.0,13320,4,3,6,6,3,1967,1974,OldTown,3.0,703.0,0,0,1Fam,SLvl,170899
1922,,3176,2,1,5,1,7,1932,1955,Mitchel,1.0,238.0,0,0,1Fam,2Story,210759
1497,769.0,9387,5,2,8,7,8,1912,1940,CollgCr,1.0,189.0,0,2,1Fam,1Story,208435
2089,818.0,19353,2,1,5,1,6,1983,2010,NridgHt,0.0,,0,3,Duplex,1Story,255902
813,865.0,9963,2,3,3,9,9,1953,1969,Edwards,2.0,323.0,0,1,TwnhsE,SFoyer,199251
1759,635.0,6637,2,2,3,1,6,1906,1912,Edwards,3.0,569.0,0,2,1Fam,2Story,164224
2434,337.0,9827,3,1,7,1,9,1978,1988,CollgCr,1.0,190.0,0,0,1Fam,1Story,210010
1709,930.0,9847,4,2,5,7,4,1986,2003,CollgCr,,181.0,0,2,1Fam,SLvl,248787
1638,1040.0,10481,1,1,4,2,8,1913,1913,NridgHt,3.0,544.0,0,3,1Fam,1.5Fin,225491
1504,984.0,11986,4,3,7,5,4,1986,1988,Somerst,0.0,0.0,0,1,Duplex,SLvl,212567
714,956.0,6882,5,1,6,8,2,1918,1921,NWAmes,2.0,319.0,0,2,1Fam,2Story,179630
2177,1012.0,15062,3,2,4,8,9,1953,1965,Edwards,3.0,604.0,0,0,1Fam,SFoyer,279712
1194,1306.0,10735,6,2,9,3,5,1992,1997,Somerst,2.0,404.0,0,2,1Fam,SFoyer,224195
1752,942.0,12180,3,2,6,7,4,1919,1944,NAmes,0.0,0.0,0,0,1Fam,SFoyer,211756
718,827.0,8115,2,1,4,3,2,1928,1941,CollgCr,0.0,0.0,0,1,1Fam,SLvl,113916
910,915.0,13859,2,1,6,6,1,1923,1927,OldTown,3.0,601.0,0,1,TwnhsE,1.5Fin,194109
2217,1173.0,9228,5,1,6,6,7,1981,1996,Somerst,1.0,237.0,0,2,Duplex,1.5Fin,271267
1326,1423.0,10832,6,3,10,3,6,1962,1976,Somerst,0.0,0.0,0,1,1Fam,1Story,212118
2226,811.0,7200,3,3,6,7,2,1973,1987,Edwards,0.0,0.0,0,3,Duplex,1.5Fin,251028
1460,1029.0,7009,6,3,10,3,8,2004,2010,Mitchel,3.0,492.0,0,2,2fmCon,1.5Fin,218597
579,1101.0,12064,1,2,2,8,4,1956,1959,OldTown,3.0,671.0,0,0,1Fam,1Story,180185
1946,702.0,8669,4,2,5,10,8,1907,1914,NWAmes,,446.0,0,2,1Fam,SLvl,287121
1205,1006.0,7438,3,2,7,4,7,1989,2010,NAmes,,0.0,0,0,1Fam,SLvl,198003
1849,560.0,8070,6,2,7,1,5,1961,1976,NridgHt,2.0,425.0,0,1,1Fam,2Story,215434
1512,469.0,12096,1,2,3,4,8,1928,1955,Gilbert,0.0,0.0,0,0,TwnhsE,SLvl,179668
728,1110.0,8112,1,1,4,7,9,1973,1988,Mitchel,3.0,544.0,0,0,1Fam,SFoyer,214108
1582,884.0,9647,4,2,7,4,5,1916,1945,Edwards,1.0,203.0,0,0,TwnhsE,SFoyer,179190
2598,1060.0,10045,1,1,2,6,5,1965,1968,Mitchel,1.0,188.0,0,0,Duplex,2Story,279852
1746,,4247,5,3,8,9,2,1905,1917,OldTown,3.0,511.0,0,3,1Fam,1.5Fin,242257
1471,707.0,5586,1,3,3,1,5,1957,1982,Sawyer,1.0,182.0,0,0,TwnhsE,2Story,153125
2037,986.0,11008,6,3,7,5,3,1968,1995,NWAmes,0.0,0.0,0,2,1Fam,1Story,244747
1605,630.0,7788,5,3,7,7,7,1927,1939,NAmes,2.0,509.0,0,3,1Fam,2Story,228461
1604,1417.0,13170,1,3,3,1,5,1961,1962,Mitchel,0.0,0.0,0,0,2fmCon,2Story,177776
954,593.0,12900,2,2,5,4,8,1940,1942,NWAmes,3.0,421.0,0,0,1Fam,SFoyer,168887
1616,941.0,12157,1,2,4,6,1,1968,1989,Gilbert,0.0,0.0,0,0,1Fam,1Story,221251
2017,687.0,15459,5,2,9,2,3,1981,1988,NAmes,1.0,188.0,0,3,2fmCon,1Story,217120
